"Date","Time","Revision","Operator","Job Number","Panel","Samples","Atten","Grade","Layers",

"11/27/2024","11:13:03",3200805.00,"Jose           ","8x5nov272024   ","Point 001 / 172",0,17,"73             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,46.909, 50.290,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.371, 14.863,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,37.658, 44.969,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,13.918, 18.842,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:17:00",3200805.00,"Jose           ","8x5nov272024   ","Point 023 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,44.556, 47.766,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.557, 13.958,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,37.500, 44.780,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,13.745, 18.608,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:17:03",3200805.00,"Jose           ","8x5nov272024   ","Point 024 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,49.115, 52.654,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,16.550, 18.397,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,36.569, 43.669,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,14.158, 19.167,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:17:09",3200805.00,"Jose           ","8x5nov272024   ","Point 025 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,48.091, 51.557,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,18.473, 20.534,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,39.210, 46.822,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,13.683, 18.525,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:17:37",3200805.00,"Jose           ","8x5nov272024   ","Point 026 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,41.954, 44.977,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.185, 14.656,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.053, 35.888,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,14.322, 19.389,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:17:51",3200805.00,"Jose           ","8x5nov272024   ","Point 027 / 172",0,17,"100            ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,61.458, 65.887,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,14.266, 15.858,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,24.713, 29.510,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,25.729, 34.833,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:17:55",3200805.00,"Jose           ","8x5nov272024   ","Point 028 / 172",0,17,"49             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,44.638, 47.854,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,14.782, 16.431,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,29.491, 35.217,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,13.436, 18.190,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:18:17",3200805.00,"Jose           ","8x5nov272024   ","Point 029 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,45.478, 48.755,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.822, 15.365,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,38.284, 45.716,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,14.070, 19.048,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:18:23",3200805.00,"Jose           ","8x5nov272024   ","Point 030 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,42.438, 45.496,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,15.142, 16.831,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,37.818, 45.160,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,14.060, 19.034,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:18:48",3200805.00,"Jose           ","8x5nov272024   ","Point 031 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,36.935, 39.597,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,15.879, 17.650,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.768, 36.741,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,14.063, 19.039,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:18:55",3200805.00,"Jose           ","8x5nov272024   ","Point 032 / 172",0,17,"61             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,41.962, 44.985,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.873, 14.309,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.182, 36.041,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,13.762, 18.631,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:19:01",3200805.00,"Jose           ","8x5nov272024   ","Point 033 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,36.059, 38.658,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,16.038, 17.828,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,33.983, 40.581,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,14.924, 20.204,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:19:08",3200805.00,"Jose           ","8x5nov272024   ","Point 034 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,43.980, 47.149,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,16.112, 17.910,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,36.739, 43.871,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,14.001, 18.954,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:19:49",3200805.00,"Jose           ","8x5nov272024   ","Point 035 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,40.683, 43.614,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,18.120, 20.142,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.423, 36.329,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,14.035, 19.001,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:19:55",3200805.00,"Jose           ","8x5nov272024   ","Point 036 / 172",0,17,"60             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,42.808, 45.893,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,17.199, 19.118,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,36.148, 43.165,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,15.049, 20.374,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:19:58",3200805.00,"Jose           ","8x5nov272024   ","Point 037 / 172",0,17,"58             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,42.283, 45.330,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,14.623, 16.254,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,33.317, 39.785,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,14.991, 20.295,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:20:51",3200805.00,"Jose           ","8x5nov272024   ","Point 038 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,41.975, 45.000,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.202, 13.563,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.660, 39.001,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,16.819, 22.769,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:21:34",3200805.00,"Jose           ","8x5nov272024   ","Point 039 / 172",0,17,"64             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,35.832, 38.414,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,15.399, 17.118,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,31.164, 37.214,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,16.412, 22.219,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:21:39",3200805.00,"Jose           ","8x5nov272024   ","Point 040 / 172",0,17,"95             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,38.364, 41.128,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,11.149, 12.393,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.462, 38.764,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.022, 24.399,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:22:04",3200805.00,"Jose           ","8x5nov272024   ","Point 041 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,37.521, 40.225,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,14.625, 16.257,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,29.483, 35.207,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.194, 24.631,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:22:10",3200805.00,"Jose           ","8x5nov272024   ","Point 042 / 172",0,17,"62             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,38.160, 40.910,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,16.819, 18.695,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,33.411, 39.898,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.208, 23.297,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
